日付,チャネル,SKU,商品名,カテゴリ,数量,単価,売上
2025-07-23,Amazon,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-07-23,Amazon,APP-005,ウールニットカーディガン,アパレル,1,7633,7633
2025-07-23,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-07-23,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,2,3480,6960
2025-07-24,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-07-24,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-07-24,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,2,5382,10764
2025-07-24,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-07-24,楽天,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1980,3960
2025-07-24,Amazon,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-07-24,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-07-24,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-07-24,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-07-24,Shopify,FOO-004,ドライフルーツミックス 150g,食品,2,1280,2560
2025-07-24,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-07-24,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-07-24,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-07-24,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-07-24,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-07-24,Amazon,FOO-003,有機紅茶アソート 20袋,食品,2,1680,3360
2025-07-24,楽天,FOO-002,国産はちみつ 250g,食品,3,2480,7440
2025-07-24,Shopify,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-07-25,Shopify,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-07-25,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-07-25,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-07-25,Shopify,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-07-25,Amazon,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-07-25,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-07-25,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-07-25,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1683,1683
2025-07-25,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-07-25,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2025-07-25,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-07-25,楽天,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-07-25,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-07-25,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-07-25,Shopify,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-07-25,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-07-25,楽天,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-07-25,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2682,2682
2025-07-25,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-07-26,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-07-26,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-07-26,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-07-26,Amazon,FOO-002,国産はちみつ 250g,食品,2,2480,4960
2025-07-26,楽天,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-07-26,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2025-07-26,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-07-26,Shopify,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-07-26,楽天,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-07-26,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-07-26,楽天,FOO-005,クラフトチョコレート 4種セット,食品,2,3680,7360
2025-07-26,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2025-07-26,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-07-26,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1683,3366
2025-07-27,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,2,2980,5960
2025-07-27,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-07-27,Shopify,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-07-27,Amazon,FOO-006,オリーブオイル EXV 250ml,食品,2,2980,5960
2025-07-27,Amazon,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-07-27,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-07-27,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-07-27,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2025-07-27,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-07-27,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-07-27,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,1938,1938
2025-07-27,楽天,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-07-27,Amazon,FOO-007,国産味噌 500g,食品,1,1332,1332
2025-07-27,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2533,2533
2025-07-27,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,2,5980,11960
2025-07-27,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-07-27,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-07-27,楽天,ZAK-001,帆布トートバッグ Mサイズ,雑貨,2,3480,6960
2025-07-27,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-07-27,楽天,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-07-28,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,2,2980,5960
2025-07-28,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-07-28,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-07-28,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-07-28,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-07-28,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-07-28,Shopify,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-07-28,楽天,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-07-29,Amazon,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-07-29,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,2,5980,11960
2025-07-29,Amazon,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-07-29,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,2,2480,4960
2025-07-29,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-07-29,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-07-29,楽天,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-07-29,Amazon,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-07-29,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-07-29,楽天,FOO-008,燻製ナッツアソート 200g,食品,2,1880,3760
2025-07-30,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-07-30,楽天,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-07-30,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1598,1598
2025-07-30,楽天,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-07-30,Shopify,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-07-30,楽天,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-07-30,楽天,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-07-30,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-07-30,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-07-30,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-07-30,Amazon,FOO-002,国産はちみつ 250g,食品,1,2232,2232
2025-07-30,楽天,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-07-30,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2025-07-30,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-07-30,Amazon,FOO-004,ドライフルーツミックス 150g,食品,2,1280,2560
2025-07-30,楽天,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-07-30,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-07-30,Shopify,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-07-31,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-07-31,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-07-31,Amazon,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-07-31,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-07-31,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-07-31,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-07-31,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-07-31,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2682,2682
2025-07-31,Shopify,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-07-31,Shopify,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-07-31,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2025-07-31,楽天,ZAK-001,帆布トートバッグ Mサイズ,雑貨,2,3480,6960
2025-07-31,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-07-31,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-07-31,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-07-31,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,2,2280,4560
2025-07-31,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-07-31,Amazon,APP-005,ウールニットカーディガン,アパレル,2,8980,17960
2025-07-31,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2025-07-31,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-08-01,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2025-08-01,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-08-01,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1683,3366
2025-08-01,Amazon,FOO-006,オリーブオイル EXV 250ml,食品,2,2533,5066
2025-08-01,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,2,2980,5960
2025-08-01,Shopify,APP-005,ウールニットカーディガン,アパレル,1,7633,7633
2025-08-01,Amazon,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-08-01,Shopify,FOO-003,有機紅茶アソート 20袋,食品,2,1680,3360
2025-08-01,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-08-01,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-08-01,楽天,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-08-01,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-08-01,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-08-01,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-08-01,楽天,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-08-01,楽天,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-08-01,楽天,FOO-005,クラフトチョコレート 4種セット,食品,3,3680,11040
2025-08-01,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1598,1598
2025-08-02,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-08-02,Shopify,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-08-02,Amazon,ZAK-007,リネンキッチンクロス 3枚組,雑貨,2,1680,3360
2025-08-02,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-08-02,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-08-02,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-08-02,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-08-02,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-08-02,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-08-02,楽天,FOO-003,有機紅茶アソート 20袋,食品,2,1680,3360
2025-08-03,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-08-03,楽天,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-08-03,楽天,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-08-03,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2682,2682
2025-08-03,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-08-03,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-08-03,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-08-03,楽天,ZAK-002,本革ミニ財布,雑貨,2,6800,13600
2025-08-03,楽天,ZAK-002,本革ミニ財布,雑貨,1,6120,6120
2025-08-03,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2025-08-03,Amazon,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-08-03,Amazon,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-08-03,Amazon,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-08-03,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-08-03,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-08-03,Shopify,FOO-002,国産はちみつ 250g,食品,2,2480,4960
2025-08-03,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-08-04,Shopify,FOO-008,燻製ナッツアソート 200g,食品,2,1880,3760
2025-08-04,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5382,5382
2025-08-04,Shopify,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-08-04,Amazon,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-08-04,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-08-04,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-08-04,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-08-04,Shopify,FOO-004,ドライフルーツミックス 150g,食品,2,1280,2560
2025-08-04,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-08-04,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-08-04,楽天,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-08-04,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2025-08-04,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-08-04,Amazon,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2232,2232
2025-08-04,楽天,APP-003,リネンシャツ Mサイズ,アパレル,2,5980,11960
2025-08-04,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-08-04,Amazon,APP-004,デニムワイドパンツ,アパレル,2,7980,15960
2025-08-04,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2025-08-04,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-08-05,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2025-08-05,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,2,2232,4464
2025-08-05,Amazon,ZAK-003,陶器マグカップ 2個セット,雑貨,2,2480,4960
2025-08-05,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,2,2480,4960
2025-08-05,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-08-05,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-08-05,Shopify,ZAK-001,帆布トートバッグ Mサイズ,雑貨,2,3480,6960
2025-08-05,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-08-05,Amazon,ZAK-003,陶器マグカップ 2個セット,雑貨,2,2480,4960
2025-08-06,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-08-06,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-08-06,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,3,2980,8940
2025-08-06,Amazon,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-08-06,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-08-06,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-08-06,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-08-06,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-08-06,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1980,3960
2025-08-06,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-08-06,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-08-07,Shopify,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-08-07,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-08-07,楽天,FOO-006,オリーブオイル EXV 250ml,食品,2,2980,5960
2025-08-07,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-08-07,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-08-07,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-08-07,Amazon,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-08-07,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-08-07,Amazon,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-08-07,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-08-07,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-08-07,Amazon,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
